,bus_id,x,y,average_marginal_price,max_marginal_price,total_load_shedding_mwh,max_load_shedding_mw,worst_shedding_snapshot,scenario,wind_condition,transmission_setting
2802,DE0 283 battery,9.19640728,48.9130659,32.50544646827712,40.37381800665259,1.1075935503197468e-06,4.6184843085157515e-08,2025-10-26 17:00:00,base2,windy,fixed
2803,DE0 223 battery,9.37751066,48.81262131,31.65258399684238,39.55708837443706,1.1075852673565787e-06,4.618482858076774e-08,2025-10-26 17:00:00,base2,windy,fixed
2804,DE0 421,9.2936083,48.8663492,32.43261566472034,42.12397967365029,1.107579796146466e-06,4.61924194602501e-08,2025-10-26 17:00:00,base2,windy,fixed
2805,DE0 163 H2,8.43924186,49.25511586,36.02171096880581,36.02176640228842,1.1075741074424896e-06,4.615021811947611e-08,2025-10-26 12:00:00,base2,windy,fixed
2806,DE0 378,9.23626213,48.92668669,32.609868765937804,42.50437974532688,1.107566574413373e-06,4.619281924726193e-08,2025-10-26 17:00:00,base2,windy,fixed
2807,DE0 446 battery,9.3940779,48.7181752,31.816360668146704,39.38263732541855,1.1075555767307775e-06,4.618177616778568e-08,2025-10-26 17:00:00,base2,windy,fixed
2808,DE0 283,9.19640728,48.9130659,32.5219232126174,42.32811941581139,1.1075464029397394e-06,4.619165823856859e-08,2025-10-26 17:00:00,base2,windy,fixed
2809,DE0 331,9.3025725,48.8831812,32.38800246876327,42.05541393686877,1.1075443731119434e-06,4.619085461493813e-08,2025-10-26 17:00:00,base2,windy,fixed
2810,DE0 295,9.3397477,48.8435457,32.08058176878096,42.03241469654918,1.1075374164100128e-06,4.6191933592629754e-08,2025-10-26 17:00:00,base2,windy,fixed
2811,DE0 19 H2,7.84352082,47.58593203,33.51546391105918,33.51549324175755,1.107511656111402e-06,4.614742508223531e-08,2025-10-26 09:00:00,base2,windy,fixed
2812,DE0 223,9.37751066,48.81262131,31.68182240586103,41.673224746623575,1.107510805846629e-06,4.619104635238508e-08,2025-10-26 17:00:00,base2,windy,fixed
2813,DE0 286 battery,9.37101827,48.71912416,30.77914759906459,38.62992954559398,1.1075025523599078e-06,4.618121307427268e-08,2025-10-26 17:00:00,base2,windy,fixed
2814,DE0 309,10.0546761,48.3111892,29.83655796467426,46.82775428344918,1.1074946217234532e-06,4.622251048199056e-08,2025-10-26 16:00:00,base2,windy,fixed
2815,DE0 411 H2,7.87368242,47.60099226,33.50152126200143,33.501550396759164,1.1074945173390236e-06,4.6146983299966144e-08,2025-10-26 11:00:00,base2,windy,fixed
2816,DE0 309 battery,10.0546761,48.3111892,29.198407577158093,37.277015841378336,1.1074921227239739e-06,4.618218144312766e-08,2025-10-26 16:00:00,base2,windy,fixed
2817,DE0 299 H2,7.9587465,47.59631172,33.47459902814425,33.47462809018256,1.1074918618678242e-06,4.6146771226557516e-08,2025-10-26 11:00:00,base2,windy,fixed
2818,DE0 64 battery,12.85168051,48.7632677,30.149032868793967,39.445246747832684,1.1074872039181403e-06,4.618725107290312e-08,2025-10-26 16:00:00,base2,windy,fixed
2819,DE0 9 battery,9.24019596,48.54315025,30.36884049651194,38.15161327790038,1.1074809138644254e-06,4.618002013148805e-08,2025-10-26 17:00:00,base2,windy,fixed
2820,DE0 263 battery,9.35004856,48.60906051,30.510837835946955,38.32784697310213,1.1074738412985226e-06,4.617984199434123e-08,2025-10-26 17:00:00,base2,windy,fixed
2821,DE0 347 battery,9.40066753,48.66697505,30.599121584655155,38.43800730242457,1.1074732097064175e-06,4.6179919741493097e-08,2025-10-26 17:00:00,base2,windy,fixed
2822,DE0 446,9.3940779,48.7181752,31.777884846362877,41.0609124420316,1.1074659075419788e-06,4.618558715279754e-08,2025-10-26 17:00:00,base2,windy,fixed
2823,DE0 402 battery,9.4033277,48.7104265,30.743618671266404,38.566659218816135,1.1074651178006907e-06,4.6179382284068436e-08,2025-10-26 17:00:00,base2,windy,fixed
2824,DE0 130 battery,9.42154427,48.67541575,30.592953682727824,38.4380390850459,1.1074551088581602e-06,4.617911412230278e-08,2025-10-26 17:00:00,base2,windy,fixed
2825,DE0 390 H2,8.49096373,49.24502648,34.80509395535753,34.80515876545374,1.1074441159356432e-06,4.6144891643110555e-08,2025-10-26 12:00:00,base2,windy,fixed
2826,DE0 275 battery,10.24923205,48.4183425,28.926374664842797,37.096062218528694,1.1074425249439863e-06,4.6180391566683884e-08,2025-10-26 16:00:00,base2,windy,fixed
2827,DE0 26 battery,11.37066239,48.29133163,27.27600419702776,35.73434426735652,1.1074303513235588e-06,4.618092016005469e-08,2025-10-26 16:00:00,base2,windy,fixed
2828,DE0 286,9.37101827,48.71912416,30.793329971120396,40.89356092906955,1.1074282096915104e-06,4.618818973355888e-08,2025-10-26 17:00:00,base2,windy,fixed
2829,DE0 47 battery,10.93668095,48.40134332,28.246973354161852,36.597042840966886,1.1074245114843722e-06,4.618010019487544e-08,2025-10-26 16:00:00,base2,windy,fixed
2830,DE0 184 battery,11.86805459,48.20668527,26.53262421001354,35.03955270910081,1.1074225860216836e-06,4.618073997913725e-08,2025-10-26 16:00:00,base2,windy,fixed
2831,DE0 275,10.24923205,48.4183425,29.488378887535657,45.918993076236276,1.107421363873542e-06,4.621672310633003e-08,2025-10-26 16:00:00,base2,windy,fixed
2832,DE0 106 battery,10.39185261,48.5184136,28.70421672997341,36.92810004251433,1.1074168177767577e-06,4.617946260287917e-08,2025-10-26 16:00:00,base2,windy,fixed
2833,DE0 188 battery,10.0649229,48.2726348,27.878919861440693,35.62741027436817,1.1074144024569943e-06,4.617731975014386e-08,2025-10-26 17:00:00,base2,windy,fixed
2834,DE0 122 battery,13.10358226,48.66663053,28.89492696790529,37.89537767141926,1.1074128547447336e-06,4.618251926628193e-08,2025-10-26 16:00:00,base2,windy,fixed
2835,DE0 410 battery,10.08194345,48.26610755,27.895924649449697,35.655513695832916,1.1074125513814607e-06,4.6177068238099624e-08,2025-10-26 17:00:00,base2,windy,fixed
2836,DE0 261 battery,12.29687422,48.60692013,27.405197513649654,36.0785210330964,1.107407780949908e-06,4.618090492139224e-08,2025-10-26 16:00:00,base2,windy,fixed
2837,DE0 69 battery,11.81301418,48.22131789,26.61785982805652,35.21787501034493,1.1074073031225255e-06,4.6180530207536265e-08,2025-10-26 16:00:00,base2,windy,fixed
2838,DE0 9,9.24019596,48.54315025,30.372784816390396,40.385747984827,1.1074019386784677e-06,4.618675516053895e-08,2025-10-26 17:00:00,base2,windy,fixed
2839,DE0 347,9.40066753,48.66697505,30.605531532283877,40.76318572737013,1.1073985501777056e-06,4.6187222384028724e-08,2025-10-26 17:00:00,base2,windy,fixed
2840,DE0 164 battery,10.84025994,48.23779917,28.173165025972036,36.54273304384619,1.1073979496904787e-06,4.617896718844525e-08,2025-10-26 16:00:00,base2,windy,fixed
2841,DE0 180 battery,10.86345161,48.54695785,28.140491521623023,36.460441845527356,1.1073968515904231e-06,4.617899795475147e-08,2025-10-26 16:00:00,base2,windy,fixed
2842,DE0 78 battery,10.70277684,47.82643397,28.166403164219645,36.42071758331675,1.1073924929586931e-06,4.6178297568832556e-08,2025-10-26 16:00:00,base2,windy,fixed
2843,DE0 263,9.35004856,48.60906051,30.51685998015128,40.61777330424723,1.1073913412093391e-06,4.6186651859404704e-08,2025-10-26 17:00:00,base2,windy,fixed
2844,DE0 20 battery,10.21375955,47.93893411,28.017880944108168,36.038853355902894,1.1073866464095962e-06,4.617716216758913e-08,2025-10-26 17:00:00,base2,windy,fixed
2845,DE0 26,11.37066239,48.29133163,27.574443653979802,41.98735043028637,1.1073860684590656e-06,4.62061129190116e-08,2025-10-26 16:00:00,base2,windy,fixed
2846,DE0 151 battery,10.36233024,47.73854687,28.114588982681653,36.25593413189114,1.107385801231741e-06,4.617754467719598e-08,2025-10-26 17:00:00,base2,windy,fixed
2847,DE0 402,9.4033277,48.7104265,30.738015086650744,40.97508328033152,1.107384623235802e-06,4.618684163483034e-08,2025-10-26 17:00:00,base2,windy,fixed
2848,DE0 64,12.85168051,48.7632677,30.074251569612795,44.25503126036557,1.1073801502224524e-06,4.6204936675127586e-08,2025-10-26 16:00:00,base2,windy,fixed
2849,DE0 130,9.42154427,48.67541575,30.59612922606107,40.79401638638142,1.107378171643659e-06,4.618649274810498e-08,2025-10-26 17:00:00,base2,windy,fixed
2850,DE0 106,10.39185261,48.5184136,29.208914751452724,45.18275585885738,1.1073774374943178e-06,4.6212695893721096e-08,2025-10-26 16:00:00,base2,windy,fixed
2851,DE0 47,10.93668095,48.40134332,28.60011993786897,43.282302259734536,1.1073686708073497e-06,4.620637400224575e-08,2025-10-26 16:00:00,base2,windy,fixed
2852,DE0 184,11.86805459,48.20668527,26.76869092000422,40.69245946879007,1.107361839931519e-06,4.620260317084192e-08,2025-10-26 16:00:00,base2,windy,fixed
2853,DE0 180,10.86345161,48.54695785,28.516521918384257,43.41281000554088,1.1073578815880621e-06,4.620688703059243e-08,2025-10-26 16:00:00,base2,windy,fixed
2854,DE0 69,11.81301418,48.22131789,26.88226758654831,41.16332417427062,1.1073446411344296e-06,4.620344119468898e-08,2025-10-26 16:00:00,base2,windy,fixed
2855,DE0 164,10.84025994,48.23779917,28.48926932050399,42.77278090716923,1.1073430812187605e-06,4.62033848642306e-08,2025-10-26 16:00:00,base2,windy,fixed
2856,DE0 54 battery,9.64536754,47.74474595,28.502062820396123,35.94396086303466,1.107343042527421e-06,4.617248200063145e-08,2025-10-26 17:00:00,base2,windy,fixed
2857,DE0 60 H2,7.75142368,48.0963496,33.53741479318851,33.53744412060772,1.1073415183154948e-06,4.614043819551413e-08,2025-10-26 11:00:00,base2,windy,fixed
2858,DE0 85 H2,7.90843964,48.50156581,33.051053972015474,33.05108086534704,1.1073385899041743e-06,4.614036367017347e-08,2025-10-26 11:00:00,base2,windy,fixed
2859,DE0 195 H2,6.99834094,51.24855969,35.19528584065639,35.195394812313324,1.1073299360024047e-06,4.613987742946309e-08,2025-10-26 11:00:00,base2,windy,fixed
2860,DE0 153 battery,9.70438958,48.46492319,29.113408721367772,36.88818755493752,1.1073245543351975e-06,4.617325496609118e-08,2025-10-26 17:00:00,base2,windy,fixed
2861,DE0 103 battery,9.42495466,48.06441465,28.471210761156215,35.76556808043153,1.1073212790031749e-06,4.617085900451592e-08,2025-10-26 17:00:00,base2,windy,fixed
2862,DE0 80 H2,12.22083541,48.58573305,33.70418548847718,33.70428082717708,1.1073203687768895e-06,4.614059982481219e-08,2025-10-26 10:00:00,base2,windy,fixed
2863,DE0 78,10.70277684,47.82643397,28.30272830845168,40.52082736284675,1.10731836539401e-06,4.619311834034202e-08,2025-10-26 16:00:00,base2,windy,fixed
2864,DE0 20,10.21375955,47.93893411,28.03523210101748,38.56626651479725,1.1073176070209223e-06,4.6185295735334035e-08,2025-10-26 17:00:00,base2,windy,fixed
2865,DE0 261,12.29687422,48.60692013,27.577364023598403,41.530691917721555,1.1073166759977464e-06,4.620080799513784e-08,2025-10-26 16:00:00,base2,windy,fixed
2866,DE0 151,10.36233024,47.73854687,28.17146351007625,39.173061590160046,1.1073162132586928e-06,4.6187580209975234e-08,2025-10-26 16:00:00,base2,windy,fixed
2867,DE0 122,13.10358226,48.66663053,28.92988022497684,42.76648853807532,1.1073161547518556e-06,4.620059368111466e-08,2025-10-26 16:00:00,base2,windy,fixed
2868,DE0 207 battery,9.80126643,47.65287074,28.40353178635129,36.010224876522116,1.1073149168257952e-06,4.61720091625521e-08,2025-10-26 17:00:00,base2,windy,fixed
2869,DE0 177 H2,8.1001077,48.7070611,32.59271718703756,32.5927420666075,1.1072841180858163e-06,4.613812692433867e-08,2025-10-26 11:00:00,base2,windy,fixed
2870,DE0 54,9.64536754,47.74474595,28.49617307619137,37.77452958162442,1.1072346426124229e-06,4.617594784056628e-08,2025-10-26 17:00:00,base2,windy,fixed
2871,DE0 153,9.70438958,48.46492319,29.110797960862225,39.07685186422727,1.107234357792341e-06,4.6179284933950774e-08,2025-10-26 17:00:00,base2,windy,fixed
2872,DE0 17 H2,8.24847389,48.84631517,32.25438499148225,32.25440840800221,1.107220832221517e-06,4.613551867035169e-08,2025-10-26 11:00:00,base2,windy,fixed
2873,DE0 207,9.80126643,47.65287074,28.400341146329357,37.95705400551363,1.1072088408170114e-06,4.617610110443187e-08,2025-10-26 17:00:00,base2,windy,fixed
2874,DE0 214 battery,8.86201735,47.80631981,26.04668554821714,31.86085639726517,1.1072074117966638e-06,4.6159600535010483e-08,2025-10-26 17:00:00,base2,windy,fixed
2875,DE0 103,9.42495466,48.06441465,28.466992512377658,37.44229336991268,1.1072051593506758e-06,4.6173354551128366e-08,2025-10-26 17:00:00,base2,windy,fixed
2876,DE0 40 battery,9.88548909,48.30409906,28.079008474352168,35.79555958015139,1.1072002694790234e-06,4.616779493647108e-08,2025-10-26 17:00:00,base2,windy,fixed
2877,DE0 45 battery,9.01284744,47.84470229,26.180544949254084,32.02658655574432,1.1072001295699978e-06,4.6159306818177785e-08,2025-10-26 17:00:00,base2,windy,fixed
2878,DE0 326 H2,8.51161768,49.29346968,32.6862574130873,32.68632363378656,1.107194913202232e-06,4.6134484878182495e-08,2025-10-26 12:00:00,base2,windy,fixed
2879,DE0 214,8.86201735,47.80631981,26.03248268261717,32.767427192387984,1.1071579242795323e-06,4.616131714608364e-08,2025-10-26 17:00:00,base2,windy,fixed
2880,DE0 25 H2,9.69483456,49.23283474,32.5426944263078,32.54276043690159,1.1071562078526518e-06,4.613310271853128e-08,2025-10-26 11:00:00,base2,windy,fixed
2881,DE0 205 battery,8.605843,49.1616908,29.213480076297344,37.249813496668395,1.107140669658215e-06,4.616717429641169e-08,2025-10-26 17:00:00,base2,windy,fixed
2882,DE0 301 H2,7.00735598,51.17435883,33.40302540480217,33.403130584320614,1.1071377234815364e-06,4.613193270651353e-08,2025-10-26 11:00:00,base2,windy,fixed
2883,DE0 40,9.88548909,48.30409906,28.07058860449682,37.8670110287273,1.1071370731044918e-06,4.617442107493513e-08,2025-10-26 17:00:00,base2,windy,fixed
2884,DE0 45,9.01284744,47.84470229,26.16624778865513,32.94604834509717,1.1071368819991747e-06,4.616060148302572e-08,2025-10-26 17:00:00,base2,windy,fixed
2885,DE0 330 H2,8.31305358,49.00906475,31.921064744602987,31.921086699261625,1.107109818967133e-06,4.6130903205161475e-08,2025-10-26 11:00:00,base2,windy,fixed
2886,DE0 205,8.605843,49.1616908,29.225048479714484,39.19186128717422,1.1070817400784532e-06,4.617359549033238e-08,2025-10-26 17:00:00,base2,windy,fixed
2887,DE0 172 H2,11.79239955,48.83807083,31.822383444376882,31.82247098367336,1.1070555712891805e-06,4.612967969358978e-08,2025-10-26 10:00:00,base2,windy,fixed
2888,DE0 226 battery,13.06403468,48.2945575,26.839037803440643,35.516612784748006,1.1070549857370506e-06,4.616620623626466e-08,2025-10-26 16:00:00,base2,windy,fixed
2889,DE0 224 battery,10.23127345,48.52960795,26.948379910264023,34.52630846627239,1.1070483008857555e-06,4.61608170791514e-08,2025-10-26 17:00:00,base2,windy,fixed
2890,DE0 226,13.06403468,48.2945575,26.871749962675484,39.25359396009275,1.1069870724642175e-06,4.618015641373899e-08,2025-10-26 16:00:00,base2,windy,fixed
2891,DE0 148 battery,8.2592751,47.63413338,25.78336195430117,31.549936324109446,1.1069804147717377e-06,4.614957368077287e-08,2025-10-26 17:00:00,base2,windy,fixed
2892,DE0 129,8.321627,49.0416916,28.290948687725876,63.30461218146369,1.1069802097905255e-06,4.628042453363898e-08,2025-10-26 16:00:00,base2,windy,fixed
2893,DE0 375 H2,6.9357514,51.1420911,31.898047557741773,31.898149331718397,1.1069796621325088e-06,4.6125332620444445e-08,2025-10-26 11:00:00,base2,windy,fixed
2894,DE0 51 H2,6.8797647,51.1891574,31.477683064543356,31.477784129906485,1.1069509428075865e-06,4.612421895058517e-08,2025-10-26 11:00:00,base2,windy,fixed
2895,DE0 224,10.23127345,48.52960795,26.94914446392242,36.46782643454214,1.1069470358759053e-06,4.616513651707844e-08,2025-10-26 17:00:00,base2,windy,fixed
2896,DE0 179 battery,10.22243506,48.73672308,26.210277343022952,33.689179382329726,1.1069420145989375e-06,4.615605082644519e-08,2025-10-26 17:00:00,base2,windy,fixed
2897,DE0 59 H2,11.507647,48.76112826,30.237390057343816,30.237471910806647,1.1069215355543765e-06,4.612460651872058e-08,2025-10-26 10:00:00,base2,windy,fixed
2898,DE0 338 H2,6.82697724,51.16263443,31.086964937988558,31.08706526892737,1.10690257397145e-06,4.6122249195175315e-08,2025-10-26 11:00:00,base2,windy,fixed
2899,DE0 285 H2,6.9109967,51.1176623,31.380881845701612,31.380982668269304,1.1069020894853607e-06,4.612208417422742e-08,2025-10-26 11:00:00,base2,windy,fixed
2900,DE0 264 battery,7.13599229,51.41709824,29.53999911255883,37.55790376705205,1.1068957929133272e-06,4.615755367964214e-08,2025-10-26 15:00:00,base2,windy,fixed
2901,DE0 129 battery,8.321627,49.0416916,26.82200091821097,41.345422435718795,1.1068805704624135e-06,4.618726936614934e-08,2025-10-26 15:00:00,base2,windy,fixed
2902,DE0 424 battery,13.0558206,48.27118007,25.682782862585395,34.22890928566458,1.1068712764705754e-06,4.6158386525902355e-08,2025-10-26 16:00:00,base2,windy,fixed
2903,DE0 83 H2,11.32710157,49.3935017,31.413997969270763,31.41408097462801,1.1068611375772495e-06,4.612104966739751e-08,2025-10-26 10:00:00,base2,windy,fixed
2904,DE0 368 battery,12.99797197,48.29499875,25.48075271347219,33.9860758232384,1.1068602949605126e-06,4.615764698812376e-08,2025-10-26 16:00:00,base2,windy,fixed
2905,DE0 148,8.2592751,47.63413338,25.76863398734984,32.43981525231438,1.1068492938511524e-06,4.614793061932071e-08,2025-10-26 17:00:00,base2,windy,fixed
2906,DE0 363 H2,7.12615705,51.44927275,31.04344401905878,31.043543488290563,1.106847912667961e-06,4.611971508450647e-08,2025-10-26 10:00:00,base2,windy,fixed
2907,DE0 13 H2,11.80761134,48.45542373,29.625249122942744,29.625272336314282,1.106842203407451e-06,4.61200553591303e-08,2025-10-26 10:00:00,base2,windy,fixed
2908,DE0 179,10.22243506,48.73672308,26.21303159766749,35.54766969499501,1.106841472264091e-06,4.615988092182745e-08,2025-10-26 17:00:00,base2,windy,fixed
2909,DE0 220 H2,6.77248648,51.1471023,30.659658872657094,30.659758362177154,1.1068400238539775e-06,4.611950842531146e-08,2025-10-26 11:00:00,base2,windy,fixed
2910,DE0 379 H2,6.80182303,51.12454122,30.70702269864276,30.707122254749265,1.1068365610872748e-06,4.611953161068832e-08,2025-10-26 13:00:00,base2,windy,fixed
2911,DE0 7 battery,12.8651391,48.3295815,25.201379907255205,33.74389052972705,1.1068294642750073e-06,4.6156489331180215e-08,2025-10-26 16:00:00,base2,windy,fixed
2912,DE0 384 H2,6.93465119,51.03399796,30.370040988174754,30.37013969033823,1.1068240591348636e-06,4.6118957974251215e-08,2025-10-26 11:00:00,base2,windy,fixed
2913,DE0 50 battery,10.11694164,48.8971347,25.583597291219956,32.978888953065834,1.106819675201007e-06,4.615044465508122e-08,2025-10-26 17:00:00,base2,windy,fixed
2914,DE0 235 H2,6.96291436,51.05087052,30.465316778359135,30.46541563682536,1.106813215045254e-06,4.611851786519104e-08,2025-10-26 11:00:00,base2,windy,fixed
2915,DE0 382 H2,6.96602684,51.07010856,30.53331084470547,30.533409846943744,1.1068048786363719e-06,4.611791558026766e-08,2025-10-26 10:00:00,base2,windy,fixed
2916,DE0 321 H2,6.8541511,51.0238621,30.1676482122155,30.167746503586983,1.1067925030476017e-06,4.611765803067127e-08,2025-10-26 11:00:00,base2,windy,fixed
2917,DE0 232 H2,7.12223445,51.17201689,30.08472171974944,30.084819580428707,1.106788647964069e-06,4.611733915163969e-08,2025-10-26 11:00:00,base2,windy,fixed
2918,DE0 144 H2,7.02349274,50.99907233,29.942378756440576,29.94247629245486,1.106782818599849e-06,4.611726554833776e-08,2025-10-26 11:00:00,base2,windy,fixed
2919,DE0 329 H2,11.5809188,48.76462861,31.046381352605835,31.04644647259846,1.1067733347152803e-06,4.61171132414752e-08,2025-10-26 10:00:00,base2,windy,fixed
2920,DE0 264,7.13599229,51.41709824,28.70692272580634,39.212918486834674,1.106771770936785e-06,4.616240514399379e-08,2025-10-26 16:00:00,base2,windy,fixed
2921,DE0 101 H2,7.23327279,51.23307659,29.796498125414576,29.79659522301046,1.1067646731451698e-06,4.611633154101091e-08,2025-10-26 11:00:00,base2,windy,fixed
2922,DE0 387 H2,6.65912362,51.03709979,29.825676698345237,29.825774327319795,1.1067583190515327e-06,4.611636182411957e-08,2025-10-26 11:00:00,base2,windy,fixed
2923,DE0 257 H2,6.62150358,51.05447206,29.8494747496304,29.849572395587458,1.1067564720811445e-06,4.611624402102792e-08,2025-10-26 11:00:00,base2,windy,fixed
2924,DE0 328 H2,6.57042068,51.04864108,29.827192170504016,29.82728973857098,1.1067463493917415e-06,4.6115791606438146e-08,2025-10-26 11:00:00,base2,windy,fixed
2925,DE0 336 H2,6.7095878,51.09084433,30.016495774558305,30.016593807519733,1.1067375667645523e-06,4.611520324984638e-08,2025-10-26 11:00:00,base2,windy,fixed
2926,DE0 368,12.99797197,48.29499875,24.937086415682884,38.70354933309242,1.1067311862285716e-06,4.617547162740399e-08,2025-10-26 16:00:00,base2,windy,fixed
2927,DE0 424,13.0558206,48.27118007,25.096458474889896,38.971309243883724,1.106727968612751e-06,4.6175677246287226e-08,2025-10-26 16:00:00,base2,windy,fixed
2928,DE0 50,10.11694164,48.8971347,25.587776086507848,34.76544355629358,1.106727057466509e-06,4.615443089778568e-08,2025-10-26 17:00:00,base2,windy,fixed
2929,DE0 95 H2,6.67477654,51.32484102,29.43975839676123,29.439855465443042,1.106721177286056e-06,4.6114654975881206e-08,2025-10-26 11:00:00,base2,windy,fixed
2930,DE0 412 H2,6.70239185,51.00868736,29.80541163944288,29.80550925420339,1.1067190567286694e-06,4.611442247642233e-08,2025-10-26 11:00:00,base2,windy,fixed
2931,DE0 316 H2,6.6994739,50.9748683,29.582955815522343,29.58305291681363,1.1067180099319206e-06,4.611461923104034e-08,2025-10-26 11:00:00,base2,windy,fixed
2932,DE0 366 H2,6.5881942,51.2842253,29.547333033185776,29.547430191748727,1.1067170600791527e-06,4.611433150056555e-08,2025-10-26 11:00:00,base2,windy,fixed
2933,DE0 213 H2,7.04734045,50.90558499,29.2147999386674,29.214895968765138,1.1067150602212877e-06,4.611448205151441e-08,2025-10-26 11:00:00,base2,windy,fixed
2934,DE0 268 H2,6.62570895,51.26016084,29.600626339630594,29.600723597936476,1.1067115022996726e-06,4.6114102592698094e-08,2025-10-26 11:00:00,base2,windy,fixed
2935,DE0 315 H2,6.7035127,51.3705245,29.149597985802885,29.149695437368123,1.1067031556613312e-06,4.6113794144858866e-08,2025-10-26 11:00:00,base2,windy,fixed
2936,DE0 7,12.8651391,48.3295815,24.668031537481955,38.40301884987191,1.1067029779954266e-06,4.617418311282148e-08,2025-10-26 16:00:00,base2,windy,fixed
2937,DE0 361 H2,6.54251261,51.29951001,29.161158643242743,29.161252756924437,1.1066904732048964e-06,4.611328431486958e-08,2025-10-26 11:00:00,base2,windy,fixed
2938,DE0 244 H2,6.7235627,51.35546216,29.213674146725836,29.213771470598868,1.106684257291294e-06,4.611292986628649e-08,2025-10-26 11:00:00,base2,windy,fixed
2939,DE0 19 battery,7.84352082,47.58593203,21.6790270458352,25.62729841294162,1.1066839493564239e-06,4.6129308392714975e-08,2025-10-26 17:00:00,base2,windy,fixed
2940,DE0 158 H2,6.5227314,51.3224881,28.96728156290389,28.967374871012304,1.1066810662465527e-06,4.6112892480906916e-08,2025-10-26 11:00:00,base2,windy,fixed
2941,DE0 133 H2,6.80375767,50.96583951,29.24979817896452,29.249894467811043,1.1066774841871153e-06,4.611281889946548e-08,2025-10-26 11:00:00,base2,windy,fixed
2942,DE0 299 battery,7.9587465,47.59631172,21.63660715099814,25.552188475251434,1.1066688404860425e-06,4.612848486167228e-08,2025-10-26 17:00:00,base2,windy,fixed
2943,DE0 448 H2,6.70922439,51.36152848,29.185291243773577,29.18538859783516,1.106664327107864e-06,4.61121251596405e-08,2025-10-26 12:00:00,base2,windy,fixed
2944,DE0 411 battery,7.87368242,47.60099226,21.665043336993154,25.590871329324965,1.1066632382921757e-06,4.6128217038392014e-08,2025-10-26 17:00:00,base2,windy,fixed
2945,DE0 165 H2,6.5959802,50.9525864,29.135100387491757,29.135196597201,1.1066631300209401e-06,4.611227244689379e-08,2025-10-26 11:00:00,base2,windy,fixed
2946,DE0 371 H2,6.82097206,50.93510032,29.044693670906195,29.04478941222538,1.1066562850735043e-06,4.611191882468143e-08,2025-10-26 11:00:00,base2,windy,fixed
2947,DE0 365 H2,6.66791652,51.3843587,29.065198561375087,29.065296068505017,1.1066533129647089e-06,4.611180248635583e-08,2025-10-26 11:00:00,base2,windy,fixed
2948,DE0 312 H2,6.84251065,50.86340945,28.809105645745813,28.809200896699938,1.10663836281342e-06,4.611127806637977e-08,2025-10-26 11:00:00,base2,windy,fixed
2949,DE0 364 H2,6.89404236,50.84783021,28.659621572255997,28.659716448731295,1.106637002750316e-06,4.611122819793101e-08,2025-10-26 11:00:00,base2,windy,fixed
2950,DE0 249 H2,6.6481563,50.8671638,28.774640786066925,28.77473623005837,1.1066245984526762e-06,4.611056539158645e-08,2025-10-26 11:00:00,base2,windy,fixed
2951,DE0 92 H2,9.94456759,49.5783894,28.48794903318684,28.488015033997105,1.106624442371487e-06,4.611094950872675e-08,2025-10-26 11:00:00,base2,windy,fixed
2952,DE0 342 H2,7.09514848,50.82732221,28.468108219750423,28.468202219009655,1.1066233304629745e-06,4.611064272274331e-08,2025-10-26 11:00:00,base2,windy,fixed
2953,DE0 197 H2,6.9298681,50.8464081,28.72514817514204,28.72524329111489,1.1066156949781573e-06,4.611019703906993e-08,2025-10-26 11:00:00,base2,windy,fixed
2954,DE0 19,7.84352082,47.58593203,21.656548629905938,25.926719424978934,1.106607788926503e-06,4.6127535363869375e-08,2025-10-26 16:00:00,base2,windy,fixed
2955,DE0 36 H2,6.45708132,50.87180593,28.42821678340545,28.428311742204865,1.1066073149391162e-06,4.6109904628774053e-08,2025-10-26 11:00:00,base2,windy,fixed
2956,DE0 299,7.9587465,47.59631172,21.61375391922409,25.84994587918772,1.1066022268534847e-06,4.6127171090187567e-08,2025-10-26 16:00:00,base2,windy,fixed
2957,DE0 411,7.87368242,47.60099226,21.64194167162169,25.889464253186134,1.1065815029676877e-06,4.612623046057906e-08,2025-10-26 16:00:00,base2,windy,fixed
2958,DE0 356 H2,6.97254415,50.79556626,28.485040548668596,28.485134906654057,1.1065807829413806e-06,4.6108683307462644e-08,2025-10-26 10:00:00,base2,windy,fixed
2959,DE0 163 battery,8.43924186,49.25511586,24.33923455619586,31.878956637175275,1.1065723363658256e-06,4.614122007284538e-08,2025-10-26 16:00:00,base2,windy,fixed
2960,DE0 242 H2,8.7530299,49.3096261,26.636734019235757,26.636807943833706,1.1065594151025558e-06,4.6107943095979987e-08,2025-10-26 10:00:00,base2,windy,fixed
2961,DE0 291 H2,7.01291076,50.61774747,27.93419572633523,27.934288745509537,1.1065568816895334e-06,4.6107825476801416e-08,2025-10-26 11:00:00,base2,windy,fixed
2962,DE0 3 H2,7.0586911,50.8101557,28.12996751761109,28.1300607022607,1.106547589866324e-06,4.6107330043742406e-08,2025-10-26 10:00:00,base2,windy,fixed
2963,DE0 433 H2,7.09494102,50.58359492,27.732191681003034,27.732284544691193,1.106533465524371e-06,4.6106843128551785e-08,2025-10-26 11:00:00,base2,windy,fixed
2964,DE0 193 H2,7.19145526,50.79950441,27.867952671729743,27.86804498164763,1.1065265258540308e-06,4.6106450922356564e-08,2025-10-26 11:00:00,base2,windy,fixed
