display_name,actual_load_mwh,load_shedding_MWh,total_curtailed_mwh
Base,1179664.8210483533,0.0014919297669744,840569.7361845447
2040 Fixed,1849255.8548985934,4503.151950422828,4453192.424519537
2040 TP,1853759.0061776843,0.0009710585549686,4416478.774493932
2040 Extension,1853759.0067360743,0.0001129420525267,4409218.072659951
