scenario,wind_condition,transmission_setting,line_id,bus0,bus1,average_loading_pct,max_loading_pct,hours_above_60,hours_above_70
base2,windvariability,fixed,98,DE0 13,DE0 329,62.64867585792734,62.73519438907539,24.0,0.0
base2,windvariability,fixed,248,DE0 184,DE0 329,57.20002681501965,59.038233355680916,0.0,0.0
base2,windvariability,fixed,169,DE0 156,DE0 48,56.38838549316931,69.13554152027953,11.0,0.0
base2,windvariability,fixed,622,DE0 61,DE0 96,56.221647391009135,68.23615824161587,15.0,0.0
base2,windvariability,fixed,60,DE0 115,DE0 46,54.697320661072546,64.68884258608315,10.0,0.0
base2,windy,fixed,188,DE0 161,DE0 4,66.45547591516357,68.4872784129128,22.0,0.0
base2,windy,fixed,622,DE0 61,DE0 96,65.81780094226708,68.2361602820685,20.0,0.0
base2,windy,fixed,169,DE0 156,DE0 48,63.6502677518552,69.13557095110725,17.0,0.0
base2,windy,fixed,189,DE0 161,DE0 68,61.20320473887233,67.65162232935614,13.0,0.0
base2,windy,fixed,187,DE0 161,DE0 230,59.36797976013531,66.19145962031136,11.0,0.0
