line_id,bus0,bus1,number_of_networks_congested,list_of_networks_congested,average_loading_across_networks,maximum_loading_across_networks,min_loading_across_networks,loading_change_vs_fixed,line_length,carrier,bus0_x,bus0_y,country,x_coordinate,y_coordinate
551,DE0 354,DE0 98,1,scenario2040-ext_windvariability_extendable,63.81,63.81,63.81,,9.246763792053596,AC,8.43914966,50.05917248,DE,,
471,DE0 292,DE0 340,1,scenario2040-ext_windvariability_extendable,63.76,63.76,63.76,,15.52365998357875,AC,8.5468069,49.44027842,DE,,
338,DE0 222,DE0 74,1,scenario2040-ext_windvariability_extendable,63.67,63.67,63.67,,15.078967147022958,AC,8.41893027,49.63345581,DE,,
133,DE0 140,DE0 369,1,scenario2040-ext_windvariability_extendable,63.58,63.58,63.58,,3.3108246246935393,AC,7.42741938,51.42871308,DE,,
198,DE0 165,DE0 412,1,scenario2040-ext_windvariability_extendable,63.57,63.57,63.57,,9.716451841413862,AC,6.5959802,50.9525864,DE,,
13,DE0 10,DE0 382,1,scenario2040-ext_windvariability_extendable,63.55,63.55,63.55,,54.007920258366134,AC,7.60338928,51.34664175,DE,,
132,DE0 140,DE0 219,1,scenario2040-ext_windvariability_extendable,63.51,63.51,63.51,,6.299784798188991,AC,7.42741938,51.42871308,DE,,
503,DE0 316,DE0 412,1,scenario2040-ext_windvariability_extendable,63.5,63.5,63.5,,3.7660493878229784,AC,6.6994739,50.9748683,DE,,
463,DE0 288,DE0 289,1,scenario2040-ext_windvariability_extendable,63.47,63.47,63.47,,12.987416972734177,AC,6.85591238,51.67963527,DE,,
506,DE0 318,DE0 369,1,scenario2040-ext_windvariability_extendable,63.47,63.47,63.47,,8.723075787545419,AC,7.5430412,51.4531881,DE,,
413,DE0 264,DE0 363,1,scenario2040-ext_windvariability_extendable,63.46,63.46,63.46,,3.642028568302313,AC,7.13599229,51.41709824,DE,,
450,DE0 282,DE0 389,1,scenario2040-ext_windvariability_extendable,63.45,63.45,63.45,,4.740368503545884,AC,6.61492339,51.47639357,DE,,
386,DE0 248,DE0 66,1,scenario2040-ext_windvariability_extendable,63.41,63.41,63.41,,13.549792359112839,AC,7.83156868,51.75347834,DE,,
235,DE0 18,DE0 282,1,scenario2040-ext_windvariability_extendable,63.39,63.39,63.39,,8.87191193150202,AC,6.71457229,51.52657465,DE,,
11,DE0 1,DE0 209,1,scenario2040-ext_windvariability_extendable,63.36,63.36,63.36,,16.145266257043367,AC,9.25949541,51.06137445,DE,,
499,DE0 314,DE0 380,1,scenario2040-ext_windvariability_extendable,63.35,63.35,63.35,,2.8188225657632326,AC,12.0882478,49.3363935,DE,,
113,DE0 133,DE0 412,1,scenario2040-ext_windvariability_extendable,63.35,63.35,63.35,,8.546497463344311,AC,6.80375767,50.96583951,DE,,
573,DE0 376,DE0 437,1,scenario2040-ext_windvariability_extendable,63.35,63.35,63.35,,1.702735934000256,AC,7.35301948,51.57579337,DE,,
231,DE0 178,DE0 276,1,scenario2040-ext_windvariability_extendable,63.26,63.26,63.26,,7.0146910028763445,AC,7.3437134,51.613105,DE,,
369,DE0 239,DE0 392,1,scenario2040-ext_windvariability_extendable,63.25,63.25,63.25,,3.2378802682633663,AC,7.73781377,51.51691365,DE,,
1,DE0 0,DE0 329,1,scenario2040-ext_windvariability_extendable,63.24,63.24,63.24,,86.86032942088248,AC,10.8429296,49.37820092,DE,,
284,DE0 200,DE0 386,1,scenario2040-ext_windvariability_extendable,63.21,63.21,63.21,,2.3370133785533564,AC,9.09166467,49.29456632,DE,,
46,DE0 111,DE0 66,1,scenario2040-ext_windvariability_extendable,63.21,63.21,63.21,,28.018184541082768,AC,8.36487768,51.92729017,DE,,
414,DE0 264,DE0 375,1,scenario2040-ext_windvariability_extendable,63.21,63.21,63.21,,33.601758250505554,AC,7.13599229,51.41709824,DE,,
14,DE0 10,DE0 49,1,scenario2040-ext_windvariability_extendable,63.18,63.18,63.18,,44.06694996704545,AC,7.60338928,51.34664175,DE,,
449,DE0 282,DE0 365,1,scenario2040-ext_windvariability_extendable,63.16,63.16,63.16,,10.873258286914467,AC,6.61492339,51.47639357,DE,,
315,DE0 212,DE0 300,1,scenario2040-fixed_windvariability_fixed,63.15,63.15,63.15,,7.019456266210064,AC,7.30961213,52.47487779,DE,,
217,DE0 171,DE0 355,1,scenario2040-ext_windvariability_extendable,63.13,63.13,63.13,,10.522386680752575,AC,6.68032039,51.64653335,DE,,
476,DE0 294,DE0 395,1,scenario2040-ext_windvariability_extendable,63.12,63.12,63.12,,3.004595971263819,AC,7.40322144,51.64435757,DE,,
232,DE0 178,DE0 395,1,scenario2040-ext_windvariability_extendable,63.08,63.08,63.08,,2.401511077275607,AC,7.3437134,51.613105,DE,,
156,DE0 150,DE0 189,1,scenario2040-ext_windvariability_extendable,63.06,63.06,63.06,,46.02428313874024,AC,8.65613347,50.60581839,DE,,
472,DE0 292,DE0 430,1,scenario2040-ext_windvariability_extendable,63.05,63.05,63.05,,10.817775663845627,AC,8.5468069,49.44027842,DE,,
590,DE0 394,DE0 395,1,scenario2040-ext_windvariability_extendable,62.97,62.97,62.97,,7.049532050140266,AC,7.45643444,51.66014682,DE,,
593,DE0 396,DE0 416,1,scenario2040-ext_windvariability_extendable,62.97,62.97,62.97,,6.219036526141144,AC,7.14001556,51.56033591,DE,,
479,DE0 297,DE0 394,1,scenario2040-ext_windvariability_extendable,62.96,62.96,62.96,,11.050673421028698,AC,7.6098655,51.6888464,DE,,
12,DE0 10,DE0 219,1,scenario2040-ext_windvariability_extendable,62.94,62.94,62.94,,9.04561314514277,AC,7.60338928,51.34664175,DE,,
173,DE0 158,DE0 389,1,scenario2040-ext_windvariability_extendable,62.94,62.94,62.94,,13.556966191225028,AC,6.5227314,51.3224881,DE,,
336,DE0 222,DE0 311,1,scenario2040-ext_windvariability_extendable,62.93,62.93,62.93,,8.0442323744111,AC,8.41893027,49.63345581,DE,,
607,DE0 416,DE0 63,1,scenario2040-ext_windvariability_extendable,62.92,62.92,62.92,,2.846858673353607,AC,7.1476955,51.50461119,DE,,
167,DE0 155,DE0 292,1,scenario2040-ext_windvariability_extendable,62.89,62.89,62.89,,3.28681836554102,AC,8.50191528,49.44494142,DE,,
475,DE0 294,DE0 394,1,scenario2040-ext_windvariability_extendable,62.86,62.86,62.86,,4.069334155218595,AC,7.40322144,51.64435757,DE,,
615,DE0 443,DE0 90,1,scenario2040-ext_windvariability_extendable,62.86,62.86,62.86,,1.6082020136274635,AC,7.7008697,51.6903695,DE,,
144,DE0 144,DE0 382,1,scenario2040-ext_windvariability_extendable,62.84,62.84,62.84,,8.862217150573402,AC,7.02349274,50.99907233,DE,,
126,DE0 138,DE0 194,1,scenario2040-ext_windvariability_extendable,62.83,62.83,62.83,,26.27560954610362,AC,9.39015373,52.02667139,DE,,
527,DE0 334,DE0 416,1,scenario2040-ext_windvariability_extendable,62.83,62.83,62.83,,5.824474616298456,AC,7.17172433,51.55481363,DE,,
77,DE0 122,DE0 226,1,scenario2040-ext_notwindy_extendable,62.82,62.82,62.82,,41.47519441261478,AC,13.10358226,48.66663053,DE,,
528,DE0 334,DE0 63,1,scenario2040-ext_windvariability_extendable,62.81,62.81,62.81,,4.612758811264742,AC,7.17172433,51.55481363,DE,,
346,DE0 227,DE0 289,1,scenario2040-ext_windvariability_extendable,62.81,62.81,62.81,,8.274115672759786,AC,7.05958771,51.69623367,DE,,
286,DE0 200,DE0 99,1,scenario2040-ext_windvariability_extendable,62.8,62.8,62.8,,17.3901535282943,AC,9.09166467,49.29456632,DE,,
387,DE0 248,DE0 90,1,scenario2040-ext_windvariability_extendable,62.79,62.79,62.79,,12.01748433559286,AC,7.83156868,51.75347834,DE,,
626,DE0 44,DE0 56,1,scenario2040-TP_windy_projects,62.78,62.78,62.78,,41.100195238936834,AC,8.29475858,49.52433517,DE,,
271,DE0 195,DE0 264,1,scenario2040-ext_windvariability_extendable,62.78,62.78,62.78,,21.03962165445888,AC,6.99834094,51.24855969,DE,,
563,DE0 367,DE0 92,1,scenario2040-ext_windvariability_extendable,62.77,62.77,62.77,,48.081297013190984,AC,10.18793089,49.98122948,DE,,
378,DE0 243,DE0 46,1,scenario2040-ext_windvariability_extendable,62.75,62.75,62.75,,21.34877038704371,AC,11.10649518,49.97879508,DE,,
451,DE0 283,DE0 292,1,scenario2040-ext_windvariability_extendable,62.72,62.72,62.72,,75.27524868193109,AC,9.19640728,48.9130659,DE,,
609,DE0 43,DE0 96,1,scenario2040-ext_windvariability_extendable,62.7,62.7,62.7,,56.04658832109325,AC,10.73467013,51.44018983,DE,,
276,DE0 198,DE0 239,1,scenario2040-ext_windvariability_extendable,62.68,62.68,62.68,,25.582582952675665,AC,7.9926536,51.6838744,DE,,
480,DE0 297,DE0 90,1,scenario2040-ext_windvariability_extendable,62.66,62.66,62.66,,6.946780327520361,AC,7.6098655,51.6888464,DE,,
560,DE0 365,DE0 389,1,scenario2040-ext_windvariability_extendable,62.63,62.63,62.63,,8.283946873543984,AC,6.66791652,51.3843587,DE,,
616,DE0 46,DE0 93,1,scenario2040-ext_windvariability_extendable,62.61,62.61,62.61,,68.99851231476767,AC,11.19334325,50.16251904,DE,,
364,DE0 236,DE0 260,1,scenario2040-ext_windvariability_extendable,62.55,62.55,62.55,,26.157437684536074,AC,8.0151758,50.63921885,DE,,
288,DE0 201,DE0 212,1,scenario2040-ext_windvariability_extendable,62.55,62.55,62.55,,45.051030544558095,AC,7.88939706,52.27770971,DE,,
112,DE0 133,DE0 371,1,scenario2040-ext_windvariability_extendable,62.44,62.44,62.44,,3.624528627476369,AC,6.80375767,50.96583951,DE,,
270,DE0 194,DE0 76,1,scenario2040-ext_windvariability_extendable,62.44,62.44,62.44,,22.070868072759566,AC,9.22800406,51.81257532,DE,,
